State,Location,Latitude,Longitude
Maharashtra,Shiraguppi Latitude and Longitude,16.61875,74.70907
Maharashtra,Shirala Latitude and Longitude,16.98401111,74.12415278
Maharashtra,Shirdi Latitude and Longitude,19.76616,74.47738
Maharashtra,Shirgaon Latitude and Longitude,19.69589,72.71527
Maharashtra,Shirol Latitude and Longitude,16.73333333,74.6
Maharashtra,Shirpur Latitude and Longitude,21.34821,74.88035
Maharashtra,Shirud Latitude and Longitude,20.71666667,74.9
Maharashtra,Shirwal Latitude and Longitude,18.15059,73.97788
Maharashtra,Shivaji Nagar Latitude and Longitude,18.53017,73.85263
Maharashtra,Shrigonda Latitude and Longitude,18.61527,74.69895
Maharashtra,Sillod Latitude and Longitude,20.30303,75.65284
Maharashtra,Sindewahi Latitude and Longitude,20.28333333,79.65
Maharashtra,Sindhudurg Latitude and Longitude,16.17,73.7
Maharashtra,Sindi Latitude and Longitude,20.80509,78.88752
Maharashtra,Sindkheda Latitude and Longitude,21.26666667,74.73333333
Maharashtra,Sinnar Latitude and Longitude,19.84505,73.99866
Maharashtra,"Sion, Mumbai Latitude and Longitude",19.04,72.86
Maharashtra,Sironcha Latitude and Longitude,18.83,79.96
Maharashtra,Sirur Latitude and Longitude,18.8276,74.37475
Maharashtra,"Sivala, East Godavari district Latitude and Longitude",16.75722222,82.08861111
Maharashtra,Solapur Latitude and Longitude,17.75,75.5
Maharashtra,Sonala Latitude and Longitude,21.11666667,76.73333333
Maharashtra,Sonegaon Latitude and Longitude,20.62915,78.69207
Maharashtra,Songir Latitude and Longitude,21.08333333,74.78333333
Maharashtra,Sonvad Latitude and Longitude,21.08333333,75.35
Maharashtra,Soygaon Latitude and Longitude,20.59606,75.61765
Maharashtra,Srivardhan Latitude and Longitude,18.04592,73.01552
Maharashtra,Surgana Latitude and Longitude,20.55956,73.63747
Maharashtra,Taklibhan Latitude and Longitude,19.6167,74.8
Maharashtra,Talbid Latitude and Longitude,17.35,74.13
Maharashtra,Talegaon Dabhade Latitude and Longitude,18.73502,73.67561
Maharashtra,Talegaon Dhamdhere Latitude and Longitude,18.6678,74.1536
Maharashtra,Taloda Latitude and Longitude,21.56128,74.21238
Maharashtra,Talode Latitude and Longitude,21.56074167,74.83
Maharashtra,Tarapur Latitude and Longitude,19.86499,72.68426
Maharashtra,Tardeo Latitude and Longitude,18.97,72.81
Maharashtra,Tasgaon Latitude and Longitude,17.037,74.60171
Maharashtra,Telhara Latitude and Longitude,21.02694,76.83889
Maharashtra,Thalner Latitude and Longitude,21.25,74.9667
Maharashtra,Thane Latitude and Longitude,19.33333,73.25
Maharashtra,Trimbak Latitude and Longitude,19.93268,73.52907
Maharashtra,Trombay Latitude and Longitude,19.0,72.9
Maharashtra,Tuljapur Latitude and Longitude,18.00804,76.07011
Maharashtra,Tumsar Latitude and Longitude,21.38333,79.73333
Maharashtra,Udgir Latitude and Longitude,18.39258,77.11756
Maharashtra,Ulhasnagar Latitude and Longitude,19.21667,73.15
Maharashtra,Umarga Latitude and Longitude,17.83841,76.62331
Maharashtra,Umarkhed Latitude and Longitude,19.60144,77.68878
Maharashtra,Umred Latitude and Longitude,20.85396,79.32466
Maharashtra,Uran Latitude and Longitude,18.87813,72.93924
Maharashtra,Uruli Kanchan Latitude and Longitude,18.48333333,74.13333333
Maharashtra,Vada Latitude and Longitude,19.65347,73.14811
Maharashtra,Vadgaon Latitude and Longitude,18.7486,73.641
Maharashtra,Vadner Latitude and Longitude,20.25,74.0333
Maharashtra,Vaijapur Latitude and Longitude,19.92672,74.7275
Maharashtra,Vairag Latitude and Longitude,18.05,75.8
Maharashtra,Valsang Latitude and Longitude,17.6,76.0833
Maharashtra,Vangaon Latitude and Longitude,19.86666667,72.75
Maharashtra,Varangaon Latitude and Longitude,21.01767,75.91042
Maharashtra,Vashi Latitude and Longitude,19.08,73.01
Maharashtra,Vasind Latitude and Longitude,19.40844,73.26285
Maharashtra,Vatul Latitude and Longitude,16.75,73.6
Maharashtra,"Velas, Maharashtra Latitude and Longitude",17.9585,73.0498
Maharashtra,Velneshwar Latitude and Longitude,17.3833,73.2
Maharashtra,Vengurla Latitude and Longitude,15.86125,73.63182
Maharashtra,Vijaydurg Latitude and Longitude,16.5667,73.3333
Maharashtra,Vikhroli Latitude and Longitude,19.11,72.94
Maharashtra,Vile Parle Latitude and Longitude,19.1,72.83
Maharashtra,Vinchur Latitude and Longitude,20.11666667,74.28333333
Maharashtra,Virar Latitude and Longitude,19.45591,72.81136
Maharashtra,"Vita, Maharashtra Latitude and Longitude",17.2711,74.5378
Maharashtra,Vite Latitude and Longitude,17.27343,74.53792
Maharashtra,Wadala Latitude and Longitude,19.02163056,72.86458889
Maharashtra,Wadgaon Latitude and Longitude,18.7392,73.63945
Maharashtra,Wadner Latitude and Longitude,20.84972222,76.33333333
Maharashtra,Wadwani Latitude and Longitude,18.98333333,76.05
Maharashtra,Wagholi Latitude and Longitude,17.9,74.083
Maharashtra,Wai Latitude and Longitude,17.95276,73.89058
Maharashtra,Wakad Latitude and Longitude,18.5993,73.7625
Maharashtra,Walgaon Latitude and Longitude,20.9989,77.7064
Maharashtra,Walki Latitude and Longitude,18.95,74.75
Maharashtra,Wani Latitude and Longitude,20.05507,78.95313
Maharashtra,Wardha Latitude and Longitude,20.73933,78.59784
Maharashtra,Warora Latitude and Longitude,20.22885,79.00277
Maharashtra,Warud Latitude and Longitude,21.47101,78.26965
Maharashtra,Washim Latitude and Longitude,20.2,77.2
Maharashtra,Worli Latitude and Longitude,19.0,72.815
Maharashtra,Yaval Latitude and Longitude,21.16772,75.69762
Maharashtra,Yavatmal Latitude and Longitude,20.15,78.35
Maharashtra,Yeola Latitude and Longitude,20.0424,74.48944
Manipur,Bishnupur Latitude and Longitude,24.60769,93.77998
Manipur,Churachandpur Latitude and Longitude,24.33333,93.68333
Manipur,Imphal Latitude and Longitude,24.80805,93.9442
Manipur,Kakching Latitude and Longitude,24.4982,93.98126
Manipur,Mayang Imphal Latitude and Longitude,24.60998,93.88873
Manipur,Moirang Latitude and Longitude,24.4975,93.77791
Manipur,Phek Latitude and Longitude,25.66667,94.5
Manipur,Senapati Latitude and Longitude,25.26705,94.02237
Manipur,Tamenglong Latitude and Longitude,24.97548,93.51563
Manipur,Thoubal Latitude and Longitude,24.62205,94.01001
Manipur,Ukhrul Latitude and Longitude,25.04828,94.35883
Manipur,Wangjing Latitude and Longitude,24.58921,94.06386
Manipur,Yairipok Latitude and Longitude,24.67792,94.04767
Meghalaya,Cherrapunji Latitude and Longitude,25.30089,91.69619
Meghalaya,East Garo Hills Latitude and Longitude,25.61372,90.62426
Meghalaya,East Jaintia Hills Latitude and Longitude,25.35976,92.3668
Meghalaya,East Khasi Hills Latitude and Longitude,25.3805,91.78905
Meghalaya,Mairang Latitude and Longitude,25.56165,91.63602
Meghalaya,Mankachar Latitude and Longitude,25.53347,89.86373
Meghalaya,Nongpoh Latitude and Longitude,25.9023,91.87694
Meghalaya,Nongstoin Latitude and Longitude,25.51704,91.26484
Meghalaya,North Garo Hills Latitude and Longitude,25.89682,90.61602
Meghalaya,Ri-Bhoi Latitude and Longitude,25.88997,91.82707
Meghalaya,Shillong Latitude and Longitude,25.56892,91.88313
Meghalaya,South Garo Hills Latitude and Longitude,25.30162,90.5853
Meghalaya,South West Garo Hills Latitude and Longitude,25.47245,89.93399
Meghalaya,South West Khasi Hills Latitude and Longitude,25.32155,91.29462
Meghalaya,Tura Latitude and Longitude,25.51421,90.20239
Meghalaya,West Garo Hills Latitude and Longitude,25.56794,90.22447
Meghalaya,West Jaintia Hills Latitude and Longitude,25.5,92.25
Meghalaya,West Khasi Hills Latitude and Longitude,25.54776,91.26957
Mizoram,Aizawl Latitude and Longitude,23.8,92.9
Mizoram,Champhai Latitude and Longitude,23.47444,93.32556
Mizoram,Darlawn Latitude and Longitude,24.01336,92.92439
Mizoram,Khawhai Latitude and Longitude,23.37807,93.12797
Mizoram,Kolasib Latitude and Longitude,24.22388,92.67869
Mizoram,Kolasib district Latitude and Longitude,24.22215,92.67697
Mizoram,Lawngtlai Latitude and Longitude,22.53,92.9
Mizoram,Lunglei Latitude and Longitude,22.9,92.75
Mizoram,Mamit Latitude and Longitude,23.78492,92.46939
Mizoram,North Vanlaiphai Latitude and Longitude,23.13227,93.06532
Mizoram,Saiha Latitude and Longitude,22.49183,92.98143
Mizoram,Sairang Latitude and Longitude,23.81034,92.65226
Mizoram,Saitlaw Latitude and Longitude,23.97187,92.57454
Mizoram,Serchhip Latitude and Longitude,23.28172,92.90039
Mizoram,Thenzawl Latitude and Longitude,23.31667,92.75
Nagaland,Dimapur Latitude and Longitude,25.77852,93.78508
Nagaland,Kohima Latitude and Longitude,25.67467,94.11099
Nagaland,Mokokchung Latitude and Longitude,26.31393,94.51675
Nagaland,Mon Latitude and Longitude,26.75,94.83333
Nagaland,Peren Latitude and Longitude,25.51276,93.73716
Nagaland,Phek Latitude and Longitude,25.75,94.5
Nagaland,Tuensang Latitude and Longitude,26.26704,94.82415
Nagaland,Tuensang District Latitude and Longitude,26.25,94.75
Nagaland,Wokha Latitude and Longitude,26.16667,94.25
Nagaland,Zunheboto Latitude and Longitude,26.0,94.5
Odisha,Angul Latitude and Longitude,20.84089,85.10192
Odisha,Angul District Latitude and Longitude,20.84903,85.06079
Odisha,Asika Latitude and Longitude,19.61114,84.65998
Odisha,Athagarh Latitude and Longitude,20.51999,85.62965
Odisha,Bada Barabil Latitude and Longitude,22.11186,85.38684
Odisha,Balangir Latitude and Longitude,20.75,83.25
Odisha,Balasore Latitude and Longitude,21.49266,86.93348
Odisha,Baleshwar Latitude and Longitude,21.5,86.75
Odisha,Balimila Latitude and Longitude,18.25167,82.10659
Odisha,Balugaon Latitude and Longitude,20.17838,85.11327
Odisha,Banapur Latitude and Longitude,19.77889,85.17033
Odisha,Banki Latitude and Longitude,20.37912,85.52953
Odisha,Banposh Latitude and Longitude,22.24834,84.81044
Odisha,Baragarh Latitude and Longitude,21.33333,83.61667
Odisha,Barbil Latitude and Longitude,22.10194,85.37752
Odisha,Bargarh Latitude and Longitude,21.33348,83.61905
Odisha,Barpali Latitude and Longitude,21.19005,83.58721
Odisha,Basudebpur Latitude and Longitude,21.11974,86.72896
Odisha,Baud Latitude and Longitude,20.83773,84.32618
Odisha,Baudh Latitude and Longitude,20.833,84.333
Odisha,Belaguntha Latitude and Longitude,19.88249,84.63801
Odisha,Bhadrak Latitude and Longitude,21.0,86.6
Odisha,Bhadrakh Latitude and Longitude,21.05447,86.5156
Odisha,Bhanjanagar Latitude and Longitude,19.92719,84.58201
Odisha,Bhawanipatna Latitude and Longitude,19.90717,83.16697
Odisha,Bhuban Latitude and Longitude,20.88197,85.83334
Odisha,Bhubaneshwar Latitude and Longitude,20.27241,85.83385
Odisha,Binka Latitude and Longitude,21.02626,83.81197
Odisha,Birmitrapur Latitude and Longitude,22.4,84.76667
Odisha,Bolanikhodan Latitude and Longitude,22.11312,85.33645
Odisha,Brahmapur Latitude and Longitude,19.31151,84.7929
Odisha,Brajarajnagar Latitude and Longitude,21.81667,83.91667
Odisha,Buguda Latitude and Longitude,19.80806,84.79084
Odisha,Burla Latitude and Longitude,21.50976,83.87259
Odisha,Champua Latitude and Longitude,22.06734,85.66463
Odisha,Chandbali Latitude and Longitude,20.77519,86.74139
Odisha,Chatrapur Latitude and Longitude,19.35574,84.98359
Odisha,Chikitigarh Latitude and Longitude,19.20233,84.6145
Odisha,Chittarkonda Latitude and Longitude,18.12533,82.1089
Odisha,Cuttack Latitude and Longitude,20.5,86.25
Odisha,Daitari Latitude and Longitude,21.1,85.75
Odisha,Deogarh Latitude and Longitude,21.53827,84.73337
Odisha,Dhenkanal Latitude and Longitude,20.75,85.5
Odisha,Digapahandi Latitude and Longitude,19.37275,84.57184
Odisha,Gajapati Latitude and Longitude,18.91,84.2
Odisha,Ganjam Latitude and Longitude,19.38705,85.05079
Odisha,Gopalpur Latitude and Longitude,19.25861,84.90517
Odisha,Gudari Latitude and Longitude,19.34762,83.78128
Odisha,Gunupur Latitude and Longitude,19.0804,83.80879
Odisha,Hinjilikatu Latitude and Longitude,19.48166,84.74489
Odisha,Hirakud Latitude and Longitude,21.52502,83.87275
Odisha,Jagatsinghapur Latitude and Longitude,20.2557,86.17112
Odisha,Jagatsinghpur Latitude and Longitude,20.2,86.3
Odisha,Jajpur Latitude and Longitude,20.84149,86.31237
Odisha,Jaleshwar Latitude and Longitude,21.80176,87.2225
Odisha,Jatani Latitude and Longitude,20.15975,85.70742
Odisha,Jeypore Latitude and Longitude,18.8563,82.5716
Odisha,Jharsuguda Latitude and Longitude,21.85531,84.00698
Odisha,Jharsuguda District Latitude and Longitude,21.85,84.0
Odisha,Kaintragarh Latitude and Longitude,20.72115,84.53514
Odisha,Kalahandi Latitude and Longitude,19.75,83.0
Odisha,Kamakhyanagar Latitude and Longitude,20.93385,85.54489
Odisha,Kandhamal Latitude and Longitude,20.3,84.0
Odisha,Kantabanji Latitude and Longitude,20.46709,82.92042
Odisha,Kantilo Latitude and Longitude,20.36152,85.19212
Odisha,Kendrapara Latitude and Longitude,20.5,86.5
Odisha,Kendraparha Latitude and Longitude,20.50166,86.42227
Odisha,Kendujhar Latitude and Longitude,21.5,85.5
Odisha,Kesinga Latitude and Longitude,20.18778,83.21949
Odisha,Khallikot Latitude and Longitude,19.60908,85.08609
Odisha,Kharhial Latitude and Longitude,20.28845,82.7606
Odisha,Khordha Latitude and Longitude,20.2,85.6
Odisha,Khurda Latitude and Longitude,20.18268,85.61629
Odisha,Kiri Buru Latitude and Longitude,22.08333,85.35
Odisha,Kodala Latitude and Longitude,19.62425,84.94075
Odisha,Konarka Latitude and Longitude,19.89758,86.11413
Odisha,Koraput Latitude and Longitude,19.0,83.0
Odisha,Kuchaiburi Latitude and Longitude,22.26675,86.17385
Odisha,Kuchinda Latitude and Longitude,21.74356,84.34848
Odisha,Malakanagiri Latitude and Longitude,18.36428,81.888
Odisha,Malkangiri Latitude and Longitude,18.25,81.95
Odisha,Mayurbhanj Latitude and Longitude,21.75,86.5
Odisha,Nabarangpur Latitude and Longitude,19.2333,82.55
Odisha,Nayagarh Latitude and Longitude,20.12882,85.09626
Odisha,Nayagarh District Latitude and Longitude,20.13,85.1
Odisha,Nilgiri Latitude and Longitude,21.46235,86.76794
Odisha,Nimaparha Latitude and Longitude,20.05756,86.00436
Odisha,Nowrangapur Latitude and Longitude,19.23114,82.54826
Odisha,Nuapada Latitude and Longitude,20.6,82.5
Odisha,Padampur Latitude and Longitude,20.99932,83.06325
Odisha,Paradip Garh Latitude and Longitude,20.31641,86.6085
Odisha,Patamundai Latitude and Longitude,20.57806,86.56063
Odisha,Patnagarh Latitude and Longitude,20.70833,83.13263
Odisha,Phulbani Latitude and Longitude,20.48101,84.23063
Odisha,Pipili Latitude and Longitude,20.11357,85.83147
Odisha,Polasara Latitude and Longitude,19.69386,84.81401
Odisha,Puri Latitude and Longitude,19.9,85.6
Odisha,Purushottampur Latitude and Longitude,19.52024,84.88514
Odisha,Rambha Latitude and Longitude,19.51667,85.1
Odisha,Raurkela Latitude and Longitude,22.22496,84.86414
Odisha,Rayagada Latitude and Longitude,19.4,83.5
Odisha,Remuna Latitude and Longitude,21.52798,86.87156
Odisha,Rengali Latitude and Longitude,21.64602,84.05311
Odisha,Sambalpur Latitude and Longitude,21.4,83.88333
Odisha,Sonepur Latitude and Longitude,20.83333,83.91667
Odisha,Sorada Latitude and Longitude,19.76082,84.42997
Odisha,Soro Latitude and Longitude,21.27851,86.68833
Odisha,Subarnapur Latitude and Longitude,20.93154,83.82486
Odisha,Sundargarh Latitude and Longitude,22.25,84.5
Odisha,Talcher Latitude and Longitude,20.94927,85.23354
Odisha,Tarabha Latitude and Longitude,20.73252,83.67443
Odisha,Titlagarh Latitude and Longitude,20.28961,83.15233
Odisha,Udayagiri Latitude and Longitude,20.12416,84.36869
Puducherry,Karaikal Latitude and Longitude,10.92209,79.83353
Puducherry,Mahe Latitude and Longitude,11.7,75.53333
Puducherry,Yanam Latitude and Longitude,16.73463,82.21773
Punjab,Abohar Latitude and Longitude,30.14453,74.19552
Punjab,Adampur Latitude and Longitude,31.43224,75.71484
Punjab,Ajitgarh Latitude and Longitude,30.65,76.7
Punjab,Ajnala Latitude and Longitude,31.84473,74.76295
Punjab,Akalgarh Latitude and Longitude,29.82074,75.89078
Punjab,Alawalpur Latitude and Longitude,31.43161,75.65614
Punjab,Amloh Latitude and Longitude,30.60837,76.23199
Punjab,Amritsar Latitude and Longitude,31.67,74.84
Punjab,Anandpur Sahib Latitude and Longitude,31.23926,76.50253
Punjab,Badhni Kalan Latitude and Longitude,30.6813,75.29087
Punjab,Bagha Purana Latitude and Longitude,30.68809,75.09838
Punjab,Bakloh Latitude and Longitude,32.47939,75.91874
Punjab,Balachor Latitude and Longitude,31.06062,76.30166
Punjab,Banga Latitude and Longitude,31.18874,75.99495
Punjab,Banur Latitude and Longitude,30.55407,76.71948
Punjab,Barnala Latitude and Longitude,30.37451,75.5487
Punjab,Batala Latitude and Longitude,31.80921,75.20294
Punjab,Begowal Latitude and Longitude,31.61152,75.52135
Punjab,Bhadaur Latitude and Longitude,30.47651,75.33049
Punjab,Bhatinda Latitude and Longitude,30.20747,74.93893
Punjab,Bhawanigarh Latitude and Longitude,30.26685,76.03854
Punjab,Bhikhi Latitude and Longitude,30.05918,75.535
Punjab,Bhogpur Latitude and Longitude,31.55442,75.64271
Punjab,Bholath Latitude and Longitude,31.54277778,75.5075
Punjab,Budhlada Latitude and Longitude,29.92799,75.56205
Punjab,Chima Latitude and Longitude,30.6854,76.08643
Punjab,Dasuya Latitude and Longitude,31.81679,75.6531
Punjab,Dera Baba Nanak Latitude and Longitude,32.03733,75.02787
Punjab,Dera Bassi Latitude and Longitude,30.5872,76.8428
Punjab,Dhanaula Latitude and Longitude,30.28216,75.57341
Punjab,Dhariwal Latitude and Longitude,31.95616,75.32386
Punjab,Dhilwan Latitude and Longitude,31.51432,75.34574
Punjab,Dhudi Latitude and Longitude,30.69636,74.85246
Punjab,Dhuri Latitude and Longitude,30.36846,75.86791
Punjab,Dina Nagar Latitude and Longitude,32.13664,75.47291
Punjab,Dirba Latitude and Longitude,30.07222,75.99607
Punjab,Doraha Latitude and Longitude,30.79953,76.02355
Punjab,Faridkot Latitude and Longitude,30.67399,74.75579
Punjab,Fatehgarh Churian Latitude and Longitude,31.86431,74.95665
Punjab,Fatehgarh Sahib Latitude and Longitude,30.64379,76.34787
Punjab,Fazilka Latitude and Longitude,30.40207,74.02836
Punjab,Firozpur Latitude and Longitude,30.92574,74.61311
Punjab,Firozpur District Latitude and Longitude,30.89,74.56
Punjab,Gardhiwala Latitude and Longitude,31.74147,75.75567
Punjab,Garhshankar Latitude and Longitude,31.21537,76.14149
Punjab,Ghanaur Latitude and Longitude,30.33092,76.61203
Punjab,Giddarbaha Latitude and Longitude,30.19953,74.66627
Punjab,Gurdaspur Latitude and Longitude,31.92,75.27
Punjab,Guru Har Sahai Latitude and Longitude,30.70862,74.40407
Punjab,Hajipur Latitude and Longitude,31.97714,75.75438
Punjab,Hariana Latitude and Longitude,31.63512,75.83887
Punjab,Hoshiarpur Latitude and Longitude,31.53723,75.91269
Punjab,Ishanpur Latitude and Longitude,30.63929,76.11761
Punjab,Jagraon Latitude and Longitude,30.78783,75.47391
Punjab,Jaito Latitude and Longitude,30.45126,74.89189
Punjab,Jalalabad Latitude and Longitude,30.60622,74.25727
Punjab,Jalandhar Latitude and Longitude,31.41667,75.61667
Punjab,Jandiala Latitude and Longitude,31.1593,75.61755
Punjab,Jandiala Guru Latitude and Longitude,31.56198,75.0277
Punjab,Kalanaur Latitude and Longitude,32.01227,75.15063
Punjab,Kapurthala Latitude and Longitude,31.38011,75.38105
Punjab,Kartarpur Latitude and Longitude,31.44268,75.49847
Punjab,Khamanon Latitude and Longitude,30.81725,76.35478
Punjab,Khanna Latitude and Longitude,30.70547,76.22196
Punjab,Kharar Latitude and Longitude,30.74632,76.64689
Punjab,Khemkaran Latitude and Longitude,31.14443,74.55938
Punjab,Kot Isa Khan Latitude and Longitude,30.94659,75.1378
Punjab,Kotkapura Latitude and Longitude,30.5819,74.83298
Punjab,Laungowal Latitude and Longitude,30.19393,75.68089
Punjab,Ludhiana Latitude and Longitude,30.91204,75.85379
Punjab,Machhiwara Latitude and Longitude,30.91557,76.20016
Punjab,Majitha Latitude and Longitude,31.75711,74.95891
Punjab,Makhu Latitude and Longitude,31.10335,74.99631
Punjab,Malaut Latitude and Longitude,30.21121,74.4818
Punjab,Malerkotla Latitude and Longitude,30.5309,75.87949
Punjab,Mansa Latitude and Longitude,29.98844,75.40167
Punjab,Maur Mandi Latitude and Longitude,30.08333,75.25
Punjab,Moga Latitude and Longitude,30.80376,75.14938
Punjab,Mohali Latitude and Longitude,30.67995,76.72211
Punjab,Morinda Latitude and Longitude,30.79014,76.49883
Punjab,Mukerian Latitude and Longitude,31.95394,75.61716
Punjab,Nabha Latitude and Longitude,30.37577,76.15292
Punjab,Nakodar Latitude and Longitude,31.12586,75.47508
Punjab,Nangal Latitude and Longitude,31.38966,76.37574
Punjab,Nawanshahr Latitude and Longitude,31.1245,76.11613
Punjab,Nurmahal Latitude and Longitude,31.09662,75.59386
Punjab,Nurpur Kalan Latitude and Longitude,31.16667,76.48333
Punjab,Pathankot Latitude and Longitude,32.27484,75.65287
Punjab,Patiala Latitude and Longitude,30.33625,76.3922
Punjab,Patti Latitude and Longitude,31.28092,74.85849
Punjab,Phagwara Latitude and Longitude,31.22452,75.77387
Punjab,Phillaur Latitude and Longitude,31.01887,75.79111
Punjab,Qadian Latitude and Longitude,31.82198,75.37663
Punjab,Rahon Latitude and Longitude,31.05275,76.11907
Punjab,Raikot Latitude and Longitude,30.65,75.6
Punjab,Rajasansi Latitude and Longitude,31.72021,74.8008
Punjab,Rajpura Latitude and Longitude,30.47856,76.59284
Punjab,Ram Das Latitude and Longitude,31.96739,74.9087
Punjab,Rampura Latitude and Longitude,30.256,75.24116
Punjab,Rupnagar Latitude and Longitude,31.04,76.52
Punjab,Samrala Latitude and Longitude,30.83601,76.19324
Punjab,Sanaur Latitude and Longitude,30.30182,76.45786
Punjab,Sangrur Latitude and Longitude,30.24506,75.84488
Punjab,Sardulgarh Latitude and Longitude,29.69224,75.23608
Punjab,Shahid Bhagat Singh Nagar Latitude and Longitude,31.13183,76.13328
Punjab,Shahkot Latitude and Longitude,31.08173,75.33708
Punjab,Sham Churasi Latitude and Longitude,31.50028,75.74917
Punjab,Sirhind-Fategarh Latitude and Longitude,30.64321,76.38421
Punjab,Sri Muktsar Sahib Latitude and Longitude,30.47426,74.5166
Punjab,Sultanpur Lodhi Latitude and Longitude,31.21468,75.19602
Punjab,Sunam Latitude and Longitude,30.12883,75.79943
Punjab,Talwandi Bhai Latitude and Longitude,30.85584,74.92979
Punjab,Talwara Latitude and Longitude,31.9376,75.88657
Punjab,Tarn Taran Sahib Latitude and Longitude,31.45191,74.92777
Punjab,Zira Latitude and Longitude,30.96853,74.99106
Rajasthan,Abhaneri Latitude and Longitude,27.00743,76.6076
Rajasthan,Abu Latitude and Longitude,24.59365,72.71756
Rajasthan,Abu Road Latitude and Longitude,24.48012,72.78186
Rajasthan,Ajmer Latitude and Longitude,26.25,74.66667
Rajasthan,Aklera Latitude and Longitude,24.41288,76.56719
Rajasthan,Alwar Latitude and Longitude,27.5,76.5
Rajasthan,Amet Latitude and Longitude,25.30609,73.9258
Rajasthan,Anta Latitude and Longitude,25.15,76.3
Rajasthan,Anupgarh Latitude and Longitude,29.19111,73.20861
Rajasthan,Asind Latitude and Longitude,25.7342,74.33278
Rajasthan,Bagar Latitude and Longitude,28.18784,75.50012
Rajasthan,Bakani Latitude and Longitude,24.28624,76.23709
Rajasthan,Bali Latitude and Longitude,25.19725,73.29117
Rajasthan,Balotra Latitude and Longitude,25.83242,72.24
Rajasthan,Bandikui Latitude and Longitude,27.05087,76.57325
Rajasthan,Banswara Latitude and Longitude,23.54109,74.4425
Rajasthan,Baran Latitude and Longitude,25.09,76.66
Rajasthan,Bari Latitude and Longitude,26.64661,77.61634
Rajasthan,Bari Sadri Latitude and Longitude,24.41339,74.47331
Rajasthan,Barmer Latitude and Longitude,25.75,71.5
Rajasthan,Basi Latitude and Longitude,26.8315,76.04856
Rajasthan,Basni Latitude and Longitude,27.17232,73.64519
Rajasthan,Baswa Latitude and Longitude,27.14955,76.58345
Rajasthan,Bayana Latitude and Longitude,26.90791,77.28985
Rajasthan,Beawar Latitude and Longitude,26.10119,74.32028
Rajasthan,Begun Latitude and Longitude,24.98333,75.0
Rajasthan,Behror Latitude and Longitude,27.88832,76.28108
Rajasthan,Bhadasar Latitude and Longitude,28.31457,74.28952
Rajasthan,Bhadra Latitude and Longitude,29.10298,75.17138
Rajasthan,Bharatpur Latitude and Longitude,27.21,77.29
Rajasthan,Bhasawar Latitude and Longitude,27.03895,77.04849
Rajasthan,Bhilwara Latitude and Longitude,25.5,74.75
Rajasthan,Bhindar Latitude and Longitude,24.50235,74.18551
Rajasthan,Bhinmal Latitude and Longitude,24.99944,72.27141
Rajasthan,Bhiwadi Latitude and Longitude,28.21024,76.86056
Rajasthan,Bhuma Latitude and Longitude,27.78333,74.93333
Rajasthan,Bikaner Latitude and Longitude,28.01762,73.31495
Rajasthan,Bilara Latitude and Longitude,26.18067,73.7055
Rajasthan,Bissau Latitude and Longitude,28.24737,75.07666
Rajasthan,Borkhera Latitude and Longitude,25.52115,75.64028
Rajasthan,Bundi Latitude and Longitude,25.43855,75.63735
Rajasthan,Chaksu Latitude and Longitude,26.6051,75.94814
Rajasthan,Chechat Latitude and Longitude,24.76667,75.88333
Rajasthan,Chhabra Latitude and Longitude,24.66472,76.84379
Rajasthan,Chhapar Latitude and Longitude,27.819,74.43936
Rajasthan,Chhoti Sadri Latitude and Longitude,24.38145,74.7012
Rajasthan,Chidawa Latitude and Longitude,28.23937,75.64035
Rajasthan,Chittaurgarh Latitude and Longitude,24.5,74.5
Rajasthan,Churu Latitude and Longitude,28.30415,74.96718
Rajasthan,Dariba Latitude and Longitude,24.94865,74.1342
Rajasthan,Dausa Latitude and Longitude,26.88269,76.57053
Rajasthan,Deoli Latitude and Longitude,25.75728,75.37991
Rajasthan,Deshnoke Latitude and Longitude,27.79836,73.34297
Rajasthan,Devgarh Latitude and Longitude,25.52533,73.90812
Rajasthan,Dhaulpur Latitude and Longitude,26.71183,77.73956
Rajasthan,Didwana Latitude and Longitude,27.40096,74.57537
Rajasthan,Dig Latitude and Longitude,27.47188,77.32564
Rajasthan,Dungarpur Latitude and Longitude,23.84306,73.71466
Rajasthan,Fatehpur Latitude and Longitude,27.99486,74.95628
Rajasthan,Galiakot Latitude and Longitude,23.51995,74.02028
Rajasthan,Ganganagar Latitude and Longitude,29.92009,73.87496
Rajasthan,Gangapur Latitude and Longitude,26.47249,76.71744
Rajasthan,Govindgarh Latitude and Longitude,27.50423,76.99938
Rajasthan,Gulabpura Latitude and Longitude,25.90448,74.66025
Rajasthan,Hanumangarh Latitude and Longitude,29.11,74.6
Rajasthan,Hindaun Latitude and Longitude,26.73411,77.03519
Rajasthan,Jahazpur Latitude and Longitude,25.61994,75.27609
Rajasthan,Jaipur Latitude and Longitude,27.0,76.0
Rajasthan,Jaisalmer Latitude and Longitude,26.99382,71.00889
Rajasthan,Jaitaran Latitude and Longitude,26.20446,73.93676
Rajasthan,Jalor Latitude and Longitude,25.34558,72.61559
Rajasthan,Jalore Latitude and Longitude,25.08,72.29
Rajasthan,Jhalawar Latitude and Longitude,24.59633,76.16499
Rajasthan,Jhalrapatan Latitude and Longitude,24.54205,76.17242
